"EmployeeID","Age","Attrition","DistanceFromHome","Education","Gender","JobLevel","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","BusinessTravelTravel_Frequently","BusinessTravelTravel_Rarely","DepartmentResearch & Development","DepartmentSales","EducationFieldLife Sciences","EducationFieldMarketing","EducationFieldMedical","EducationFieldOther","EducationFieldTechnical Degree","JobRoleHuman Resources","JobRoleLaboratory Technician","JobRoleManager","JobRoleManufacturing Director","JobRoleResearch Director","JobRoleResearch Scientist","JobRoleSales Executive","JobRoleSales Representative","MaritalStatusMarried","MaritalStatusSingle","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","WorkHours"
2274,24,1,10,3,1,2,51600,1,17,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,2,3,1,3,7
2275,44,1,5,2,1,2,171590,5,22,1,16,1,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,3,2,2,4,10
2276,29,1,10,2,1,1,128080,1,13,0,10,6,10,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,7
2277,30,1,1,2,0,3,102210,0,19,1,6,2,5,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,3,3,6
2278,55,1,20,3,0,2,47790,0,14,1,4,6,3,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3,3,3,3,11
2279,33,1,7,2,0,2,37370,8,22,2,8,2,5,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3,3,4,8
2280,47,1,8,4,1,2,23660,3,17,0,11,5,5,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,2,2,3,11
2281,28,0,1,3,0,2,17060,7,12,0,8,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,2,3,3,8
2282,28,1,8,4,0,1,163070,1,16,0,1,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,2,3,6
2283,28,1,9,3,1,2,59330,0,11,0,5,3,4,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,3,3,3,7
2284,49,1,5,4,1,1,34240,4,11,0,10,3,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,3,3,3,6
2285,29,1,8,1,0,1,40370,0,14,0,4,2,3,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,2,3,1,3,7
2286,28,1,5,1,0,2,25590,1,11,0,8,3,8,1,7,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,2,2,2,3,6
2287,33,1,15,4,1,1,62010,2,15,3,14,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,3,2,3,8
2288,32,1,7,3,1,3,44030,2,20,0,10,3,5,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,4,2,4,7
2289,54,1,10,3,1,4,37610,3,12,0,26,3,14,1,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,3,2,3,7
2290,29,0,5,3,1,2,109340,6,17,2,11,2,9,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,3,3,7
2291,44,1,26,1,0,1,107610,3,11,1,24,5,20,14,17,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,4,2,3,8
2292,39,1,6,1,1,2,51750,4,17,1,9,2,2,2,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,3,4,3,7
2293,46,1,4,2,0,3,138260,8,11,0,23,1,13,5,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,4,2,3,7
2294,35,1,23,4,0,2,63340,1,14,0,11,2,11,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,1,4,3,6
2295,23,1,2,4,1,2,49360,0,19,1,5,2,4,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,3,2,3,8
2296,40,0,2,3,0,2,47750,3,15,1,15,3,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,1,1,4,3,8
2297,34,1,2,3,0,2,28180,1,13,1,10,2,10,8,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3,3,3,3,10
2298,31,0,29,3,1,2,25150,1,14,0,7,3,7,7,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,2,3,6
2299,50,1,6,3,0,1,23420,1,12,1,32,2,32,13,9,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,4,3,2,3,10
2300,34,1,25,5,1,1,41940,0,17,2,12,3,11,5,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,3,3,3,10
2301,42,1,1,3,1,1,106850,4,11,3,4,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,3,3,7
2302,37,1,2,2,0,1,20220,1,12,0,10,1,10,3,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,3,3,3,8
2303,29,1,1,3,1,1,23140,3,13,0,9,5,7,0,7,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,3,4,3,6
2304,33,1,1,1,0,1,42560,1,13,3,5,1,5,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,3,3,3,7
2305,45,1,3,3,0,3,35800,4,20,1,8,1,5,0,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,4,3,2,4,6
2306,42,1,1,4,0,2,31620,2,17,2,24,1,20,13,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,4,1,3,3,8
2307,40,1,10,1,1,1,65240,0,13,1,9,2,8,7,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,4,4,3,6
2308,33,1,9,3,1,2,28990,1,17,0,15,3,15,5,7,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,3,3,2,3,11
2309,40,1,5,5,0,1,52310,1,12,2,21,4,21,7,7,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4,3,3,3,8
2310,24,1,10,2,0,1,23560,0,13,0,2,5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,3,6
2311,40,1,7,3,0,1,28000,3,12,2,8,0,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,4,3,2,3,8
2312,45,1,4,3,1,3,118360,1,22,0,10,2,10,7,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,4,4,7
2313,35,1,10,1,0,1,109030,0,11,0,6,3,5,4,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,4,3,8
2314,32,1,22,4,0,1,29730,3,22,0,12,0,7,2,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,2,3,4,4,7
2315,36,1,9,3,1,4,142750,3,18,1,7,5,3,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,2,3,9
2316,48,1,12,4,0,1,55620,8,13,1,18,2,8,7,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,8
2317,29,1,23,4,1,2,45370,6,18,1,5,5,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,4,3,8
2318,33,1,9,1,0,1,76420,2,20,1,8,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,4,7
2319,30,0,1,3,0,3,179240,1,13,2,10,2,10,6,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,3,3,3,7
2320,38,1,9,3,0,1,52040,3,13,1,10,2,6,1,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,3,3,3,7
2321,35,1,7,2,0,1,22770,1,12,1,3,2,3,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,3,3,3,7
2322,30,1,14,3,0,5,27950,3,13,0,9,4,4,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,2,3,3,3,7
2323,35,0,2,3,1,1,25320,1,13,0,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,3,10
2324,53,0,19,3,0,2,25590,0,25,0,34,2,33,1,9,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,4,3,3,4,6
2325,38,0,2,3,1,3,49080,4,19,1,7,3,5,1,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,2,3,2,3,8
2326,32,1,10,4,1,5,23800,4,13,0,9,5,6,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,2,3,3,7
2327,48,1,2,5,0,1,47650,8,12,1,10,4,8,7,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,2,3,3,7
2328,34,1,3,3,0,2,20440,1,11,0,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1,3,3,7
2329,55,1,11,1,1,1,26930,1,18,0,36,6,36,2,13,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,4,3,2,3,6
2330,34,1,2,2,0,2,65860,9,18,1,9,3,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4,2,3,3,6
2331,26,1,4,3,0,1,32940,1,11,0,1,6,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,3,3,3,7
2332,38,1,14,2,1,1,41710,0,23,0,10,4,9,7,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,3,4,4,7
2333,38,1,2,3,1,1,27780,2,13,0,8,5,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,4,2,3,7
2334,36,1,1,3,0,1,23770,6,13,2,15,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,3,3,3,7
2335,29,1,10,3,0,1,24040,1,17,0,10,3,10,1,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,2,3,8
2336,35,1,12,2,1,2,23180,3,19,0,10,4,5,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,4,3,9
2337,39,1,2,2,1,1,20080,2,12,0,11,3,7,7,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,3,3,3,3,8
2338,29,1,5,1,1,1,62440,1,22,0,6,3,6,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,3,4,7
2339,50,1,4,2,1,1,27990,4,12,1,27,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,3,3,1,3,9
2340,23,1,7,2,1,3,105520,2,11,0,4,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,3,3,3,7
2341,36,1,21,3,0,2,23290,3,15,0,9,2,3,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3,3,3,9
2342,42,1,8,2,1,5,40140,8,13,1,24,3,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,4,3,3,3,6
2343,35,1,4,3,1,2,74030,1,12,1,10,4,10,6,8,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,3,2,3,3,6
2344,34,1,25,1,1,1,22590,1,14,0,8,2,8,7,7,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,2,3,3,6
2345,40,1,1,4,0,2,69320,1,13,0,5,5,5,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,3,3,3,7
2346,43,1,1,1,0,1,46780,5,25,1,8,0,6,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,2,3,4,4,7
2347,35,1,6,3,1,3,135820,1,17,1,1,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,2,2,3,7
2348,46,1,12,4,0,1,23320,1,11,0,27,2,26,0,12,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,1,1,3,3,7
2349,28,0,1,3,1,2,24130,1,16,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,3,3,3,8
2350,22,1,17,2,0,3,97050,1,18,2,4,3,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,2,2,3,9
2351,50,1,3,3,0,2,42940,2,20,0,32,2,30,12,13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,3,3,2,4,9
2352,32,1,3,2,0,3,47210,3,14,1,6,3,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4,3,3,3,6
2353,44,1,10,3,0,3,25190,0,21,2,23,2,22,1,10,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,2,3,4,9
2354,30,1,4,3,1,1,21210,1,13,1,6,2,6,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,3,3,7
2355,45,1,29,2,1,2,29730,1,12,0,10,2,10,1,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,3,3,3,9
2356,45,1,2,4,0,2,58550,1,14,1,10,3,10,4,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,2,3,8
2357,31,1,7,3,0,2,36170,7,21,1,10,5,5,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,1,3,3,4,7
2358,36,1,18,1,0,2,67250,9,17,1,7,3,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,3,3,3,3,11
2359,34,1,28,4,0,5,103250,1,11,1,9,3,9,7,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,3,2,3,6
2360,49,1,1,4,0,3,69490,1,14,1,10,2,9,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,3,3,7
2361,39,1,6,2,0,3,106090,2,17,1,10,2,7,7,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,3,3,3,7
2362,27,1,2,1,0,4,44470,1,13,0,7,4,7,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,3,3,3,6
2363,35,1,2,3,1,2,21570,1,25,0,16,1,16,1,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,2,4,8
2364,28,1,23,3,0,3,46010,0,15,2,6,2,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,3,7
2365,21,1,3,1,1,1,170990,1,14,1,3,2,2,2,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,3,3,3,8
2366,18,0,3,5,0,1,24790,2,12,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,4,4,2,3,8
2367,47,1,25,4,0,2,148520,3,19,3,27,3,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,3,3,2,3,6
2368,39,1,2,4,0,1,72640,0,17,0,10,5,10,0,7,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,7
2369,40,1,22,1,0,1,56660,1,14,1,18,2,18,14,12,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,3,3,3,8
2370,35,1,29,3,1,2,78230,1,13,1,15,3,14,2,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,3,3,3,3,6
2371,37,1,29,4,0,1,78800,3,12,1,9,2,4,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,3,2,4,3,8
2372,39,1,2,3,1,2,131940,0,11,0,10,2,9,3,8,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1,3,3,7
2373,45,1,28,3,1,2,50670,1,11,2,10,3,10,3,9,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,3,2,3,7
2374,38,1,2,4,1,3,50790,3,11,0,10,3,5,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,3,4,3,3,10
2375,35,0,2,3,0,3,23210,9,12,1,15,0,13,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,3,3,6
2376,37,1,22,3,1,2,174440,1,14,0,8,4,8,7,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,3,8
2377,40,1,8,3,1,2,24040,6,17,0,18,2,4,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,2,2,3,9
2378,44,1,2,2,0,1,34520,4,11,1,14,2,10,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,3,2,3,9
2379,48,1,10,4,1,3,22700,2,14,3,23,2,2,2,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,4,3,3,3,7
2380,35,0,9,3,0,2,173990,6,12,0,7,3,2,2,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,2,1,3,11
2381,24,1,15,3,0,2,54880,1,22,1,6,6,6,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,3,3,4,9
2382,27,1,10,4,0,3,194190,7,14,1,5,2,3,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,3,1,3,7
2383,27,1,7,3,0,1,28110,2,20,0,6,3,4,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,3,4,6
2384,40,0,16,4,0,1,36330,3,16,2,10,0,4,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,3,3,10
2385,29,1,20,1,1,2,41630,9,15,1,8,4,5,1,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,3,3,2,3,7
2386,36,1,23,3,1,3,21320,4,20,0,9,1,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,2,4,8
2387,25,1,5,1,0,4,139730,1,14,0,7,3,7,0,7,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,2,3,6
2388,39,1,10,3,1,2,26840,4,12,0,7,2,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,3,3,3,7
2389,49,1,4,2,0,2,108450,3,24,0,27,4,4,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3,2,4,8
2390,50,1,2,2,0,3,43770,5,12,1,19,2,14,1,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,3,2,3,8
2391,20,1,18,4,1,2,37430,1,13,1,2,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,3,3,3,3,7
2392,34,1,10,3,0,3,41480,1,11,0,11,3,11,7,9,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,3,3,3,8
2393,36,1,1,3,1,2,10510,2,14,0,15,2,4,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,6
2394,49,1,6,2,1,2,107390,2,11,3,30,3,15,2,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,3,3,3,8
2395,36,1,8,4,0,4,103880,0,14,0,4,2,3,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,3,3,3,3,8
2396,36,1,2,2,1,2,114160,6,16,0,13,2,5,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,3,6
2397,54,1,24,3,0,1,26000,3,14,0,36,5,10,4,7,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,3,3,3,8
2398,43,1,2,4,1,1,24220,1,11,1,14,2,14,6,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,3,3,3,8
2399,35,0,17,4,0,1,54720,3,11,1,13,3,11,6,7,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,4,2,3,8
2400,38,1,19,2,0,2,24510,7,12,1,19,3,13,2,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,4,3,3,7
2401,29,1,1,2,0,2,42400,1,14,0,10,2,10,0,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,3,11
2402,33,1,7,3,0,5,109990,1,18,3,6,3,6,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,4,3,2,3,6
2403,32,1,5,4,0,5,50030,0,13,0,10,5,9,1,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,2,2,3,3,7
2404,31,1,28,4,1,2,127420,1,11,0,10,4,10,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,3,2,3,7
2405,49,1,2,4,0,1,42270,4,18,0,17,3,2,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,2,3,10
2406,38,1,29,2,1,1,39170,1,15,3,4,2,4,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,2,3,3,3,8
2407,47,1,1,4,0,3,183030,6,22,1,29,2,3,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,2,4,7
2408,49,1,21,3,0,2,23800,4,13,0,23,3,8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3,1,3,6
2409,41,1,24,4,1,4,137260,3,12,0,21,6,2,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,3,3,4,3,11
2410,20,1,1,3,0,1,47770,1,18,1,2,3,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,3,3,3,8
2411,33,1,18,2,1,2,63850,1,13,0,7,6,6,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,3,9
2412,36,1,2,2,0,3,199730,6,12,0,10,2,3,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,2,3,3,6
2413,44,1,9,3,1,3,68610,4,12,0,8,2,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,3,2,3,8
2414,23,0,6,3,1,3,49690,1,12,0,5,3,5,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,3,3,3,8
2415,38,1,11,2,0,1,198450,7,11,1,7,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,3,2,3,3,7
2416,53,1,24,3,0,4,133200,3,11,0,11,2,4,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,3,3,3,8
2417,48,0,10,2,0,1,63470,2,12,1,19,3,9,7,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,1,3,10
2418,32,0,1,3,0,2,27430,1,19,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,3,3,3,7
2419,26,1,18,2,0,1,108800,1,23,1,7,5,7,5,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,4,3,3,4,7
2420,55,1,23,1,0,5,23420,5,11,2,8,2,4,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,3,3,8
2421,34,1,28,3,1,2,176500,1,19,1,15,6,15,4,13,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4,4,1,3,8
2422,60,1,17,4,0,1,40250,3,13,1,19,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,2,3,6
2423,33,1,3,3,0,3,97250,1,11,0,14,0,14,2,13,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,3,3,3,8
2424,37,1,13,3,0,1,119040,1,12,1,6,4,6,1,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,3,3,6
2425,34,1,7,2,0,1,21770,1,13,0,10,5,10,8,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,3,3,7
2426,23,0,12,2,0,2,75250,1,14,2,3,2,3,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4,3,3,3,9
2427,44,1,1,3,0,1,48340,1,14,0,9,1,8,6,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4,3,4,3,8
2428,35,1,13,3,0,3,20420,0,16,0,6,2,5,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,4,3,3,8
2429,43,1,25,4,0,2,22200,1,11,0,10,2,10,8,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,3,1,3,8
2430,24,1,6,3,0,3,10520,1,13,0,5,3,5,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,3,3,3,7
2431,41,1,6,4,0,1,28210,1,17,0,10,3,10,8,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,3,3,3,7
2432,29,1,2,2,0,2,192370,9,11,1,9,2,5,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3,3,3,3,8
2433,36,1,1,4,1,3,41070,3,11,1,17,2,13,6,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,1,3,6
2434,45,1,2,3,1,2,83960,3,15,2,25,3,23,14,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,2,2,3,6
